nitrogen,phosphorus,potassium,ph,moisture,soil_temperature,ec,rainfall,air_temperature,air_humidity,season,season_code,soil_type,soil_type_code,crop
104.37,62.81,53.7,7.3,42.5,13.2,481,450.6,25.0,64.8,rabi,1,alluvial,2,wheat
116.07,65.11,99.95,5.98,57.2,26.6,460,488.7,29.0,59.6,rabi,1,red,1,chilli
252.45,64.81,311.49,7.55,72.5,28.3,776,1234.3,30.4,82.7,zaid,2,alluvial,2,banana
20.45,46.07,35.57,7.44,54.5,31.7,218,739.6,29.0,60.7,kharif,0,sandy,4,moong_kharif
104.58,62.84,55.98,7.05,56.9,20.9,539,469.7,11.3,66.2,rabi,1,black_cotton,0,wheat
79.35,69.53,89.0,7.56,38.2,24.6,550,819.0,27.4,52.1,kharif,0,alluvial,2,sunflower_kharif
75.36,58.79,72.71,6.87,58.5,26.6,333,774.4,33.1,48.2,kharif,0,alluvial,2,orange
106.81,61.79,125.88,6.78,43.0,23.1,211,479.6,22.3,62.3,rabi,1,red,1,chilli
132.92,48.99,62.56,7.38,55.4,33.0,276,593.2,34.3,56.3,kharif,0,black_cotton,0,cotton
33.71,52.88,48.57,6.32,41.6,31.8,491,674.0,31.2,70.6,kharif,0,black_cotton,0,tur_arhar
54.13,35.25,90.04,7.19,33.9,30.6,481,273.1,17.9,57.7,zaid,2,alluvial,2,grapes
115.02,66.84,88.54,6.86,46.3,27.3,596,854.9,36.8,51.8,kharif,0,black_cotton,0,cotton
113.73,64.5,94.61,6.69,40.5,25.1,1028,663.9,31.9,56.0,kharif,0,black_cotton,0,cotton
219.89,76.16,310.38,6.95,71.1,27.5,682,1000.9,25.8,75.0,zaid,2,alluvial,2,banana
32.48,65.86,60.15,6.24,55.8,33.4,331,615.9,26.4,69.5,kharif,0,sandy,4,groundnut
87.8,55.61,61.48,7.4,40.4,34.9,253,401.8,27.5,31.1,kharif,0,red,1,bajra
15.55,62.73,45.81,6.33,51.3,35.1,329,667.5,31.4,71.8,kharif,0,alluvial,2,moong_kharif
207.07,57.85,235.45,6.46,63.1,30.1,738,1351.3,21.9,73.8,zaid,2,black_cotton,0,banana
183.79,76.4,145.04,6.73,80.3,30.0,405,1421.2,29.2,77.6,kharif,0,black_cotton,0,sugarcane
64.61,63.77,54.1,6.98,39.2,20.4,390,402.8,21.4,37.3,rabi,1,black_cotton,0,safflower
13.97,81.2,81.73,7.18,55.7,28.6,435,677.3,32.3,68.6,kharif,0,alluvial,2,groundnut
122.03,51.38,69.35,6.42,75.5,23.1,337,1144.6,23.3,80.5,kharif,0,alluvial,2,rice
91.88,60.08,101.47,7.38,57.0,26.8,212,243.7,24.7,49.9,zaid,2,black_cotton,0,onion
154.82,59.21,76.41,7.26,55.6,32.1,621,731.1,30.6,74.0,kharif,0,black_cotton,0,cotton
19.01,66.62,72.52,7.38,50.7,24.5,453,548.1,34.1,65.8,kharif,0,alluvial,2,groundnut
65.29,51.66,59.7,6.75,33.3,19.1,238,355.0,12.9,45.2,rabi,1,alluvial,2,mustard
86.62,66.86,63.99,6.97,52.6,23.8,313,492.6,22.9,48.7,rabi,1,alluvial,2,sunflower_rabi
76.15,83.76,62.82,7.38,47.9,22.9,462,648.4,29.3,51.1,kharif,0,alluvial,2,sunflower_kharif
84.73,71.69,80.1,7.27,40.0,28.1,708,360.3,36.3,41.0,kharif,0,alluvial,2,pomegranate
82.02,43.23,54.18,6.99,44.3,22.6,555,629.7,29.4,61.8,kharif,0,black_cotton,0,jowar_kharif
117.14,56.74,128.87,6.41,55.2,15.4,697,361.6,14.3,44.2,rabi,1,alluvial,2,onion
29.7,58.62,34.16,6.29,34.8,32.0,115,442.4,30.7,37.7,kharif,0,red,1,sesame
85.87,43.71,49.66,6.67,46.0,19.3,424,398.4,19.9,34.4,rabi,1,black_cotton,0,jowar_rabi
33.7,53.38,39.12,7.33,50.3,30.7,305,656.5,27.7,64.1,kharif,0,red,1,tur_arhar
17.36,69.15,42.71,6.2,44.4,31.0,361,496.4,33.2,66.8,kharif,0,alluvial,2,moong_kharif
85.12,54.5,63.33,6.44,39.3,31.5,425,637.8,34.2,69.5,kharif,0,alluvial,2,jowar_kharif
18.1,62.9,31.3,6.66,45.7,25.4,336,656.8,30.1,56.9,kharif,0,alluvial,2,moong_kharif
147.19,67.07,67.31,6.84,42.7,28.2,436,845.3,27.3,63.1,kharif,0,black_cotton,0,cotton
21.39,60.6,67.38,6.49,40.6,33.7,418,760.0,35.9,49.2,kharif,0,alluvial,2,groundnut
95.2,71.8,42.3,7.26,53.2,13.6,299,298.1,9.8,41.4,rabi,1,alluvial,2,mustard
21.54,61.55,31.09,6.79,42.8,27.5,358,334.2,16.8,54.9,rabi,1,alluvial,2,moong_rabi
105.92,76.61,59.06,6.95,61.5,20.5,272,762.3,25.2,78.0,kharif,0,alluvial,2,maize_kharif
198.74,88.29,234.64,7.4,78.5,28.3,437,1086.4,32.5,91.6,kharif,0,black_cotton,0,banana
96.3,65.43,58.78,7.04,51.4,13.5,257,177.9,19.3,37.0,rabi,1,black_cotton,0,mustard
116.47,51.71,70.86,6.64,55.7,30.0,863,802.3,37.5,54.6,kharif,0,black_cotton,0,cotton
65.6,42.4,57.4,7.05,23.1,20.0,374,477.3,16.9,31.1,rabi,1,black_cotton,0,safflower
80.35,79.34,66.89,6.8,45.5,26.7,256,651.5,20.3,64.8,kharif,0,red,1,sunflower_kharif
90.15,43.74,69.73,7.36,30.7,21.2,481,348.1,22.9,33.9,kharif,0,black_cotton,0,pomegranate
34.3,76.59,73.04,6.13,45.0,25.4,613,706.2,31.0,80.7,kharif,0,red,1,soybean
33.27,98.69,44.61,7.3,36.3,27.1,536,931.3,24.3,67.0,kharif,0,red,1,soybean
15.6,63.96,63.89,7.2,42.8,28.7,326,750.0,28.0,61.6,kharif,0,alluvial,2,groundnut
27.33,50.95,34.33,6.52,40.4,25.8,212,462.6,25.8,45.7,rabi,1,red,1,moong_rabi
20.5,72.0,41.6,6.57,45.0,30.3,244,461.6,27.1,56.8,kharif,0,black_cotton,0,urad
29.9,68.87,66.98,6.04,43.3,16.7,375,372.9,22.9,55.3,rabi,1,red,1,chickpea
176.16,76.51,186.33,7.27,83.5,25.1,480,1069.0,32.3,87.6,kharif,0,black_cotton,0,banana
120.77,65.29,67.78,7.13,51.9,25.9,280,709.7,33.7,66.2,kharif,0,black_cotton,0,cotton
144.3,67.54,89.7,6.03,56.5,23.6,393,652.0,22.6,66.1,kharif,0,red,1,maize_kharif
19.43,80.78,72.59,7.18,37.0,32.5,272,595.3,30.1,53.0,kharif,0,alluvial,2,groundnut
84.7,65.47,76.24,6.94,33.0,20.3,329,453.2,15.8,53.6,rabi,1,alluvial,2,sunflower_rabi
103.1,52.16,105.87,6.5,61.7,25.6,283,820.4,21.0,84.8,kharif,0,red,1,turmeric
18.98,52.57,42.22,7.35,22.8,19.1,317,431.1,22.4,39.6,rabi,1,alluvial,2,chickpea
87.61,67.06,41.65,6.43,44.6,21.6,246,246.4,25.5,42.3,rabi,1,red,1,jowar_rabi
65.26,51.04,97.52,7.66,33.1,30.1,708,388.6,25.5,48.8,zaid,2,alluvial,2,grapes
51.3,97.75,38.99,6.3,48.5,25.4,490,734.3,27.8,74.0,kharif,0,red,1,soybean
25.09,75.61,54.22,6.87,38.4,27.4,405,697.3,30.5,56.3,kharif,0,black_cotton,0,tur_arhar
25.05,71.41,32.19,7.37,45.4,31.1,295,640.2,30.3,63.7,kharif,0,alluvial,2,tur_arhar
49.43,81.95,56.67,6.27,44.8,25.7,225,901.5,30.4,83.2,kharif,0,red,1,soybean
127.92,69.43,137.44,6.18,69.3,27.4,273,1029.1,23.1,64.1,kharif,0,laterite,3,turmeric
25.27,68.46,64.43,6.04,49.3,28.7,248,741.7,36.1,72.3,kharif,0,alluvial,2,groundnut
93.23,67.32,60.55,7.62,29.8,19.5,545,454.3,27.4,51.5,rabi,1,black_cotton,0,jowar_rabi
116.87,57.14,95.75,6.11,53.6,16.0,631,472.6,25.4,46.6,zaid,2,alluvial,2,onion
27.09,68.94,44.82,7.62,33.1,18.5,381,443.5,21.9,39.9,rabi,1,alluvial,2,chickpea
100.3,58.94,98.53,7.17,60.6,26.5,631,696.6,34.5,63.0,kharif,0,black_cotton,0,cotton
32.73,51.52,50.64,7.35,31.7,22.5,427,216.1,18.6,51.0,rabi,1,red,1,chickpea
82.43,37.13,69.24,7.3,33.4,19.0,249,333.3,10.1,53.5,rabi,1,black_cotton,0,mustard
27.73,46.15,37.13,7.2,35.8,23.7,251,373.9,25.4,39.2,rabi,1,alluvial,2,moong_rabi
191.12,54.82,286.77,7.11,59.6,28.2,650,1366.8,35.3,75.0,zaid,2,black_cotton,0,banana
86.06,53.47,91.93,6.35,94.9,25.6,544,1097.9,24.9,79.3,kharif,0,laterite,3,rice
74.72,47.04,41.93,7.05,34.3,36.7,214,426.3,39.2,35.0,kharif,0,sandy,4,bajra
115.05,53.41,36.91,6.61,60.0,18.1,466,292.2,21.0,49.0,rabi,1,black_cotton,0,wheat
74.62,44.1,56.73,6.61,47.4,24.4,171,427.9,18.5,43.0,rabi,1,red,1,jowar_rabi
236.17,70.05,110.21,7.28,64.0,29.6,541,1068.2,27.0,69.7,rabi,1,alluvial,2,sugarcane
94.84,59.3,53.95,7.76,54.9,21.6,345,376.3,24.3,41.0,rabi,1,black_cotton,0,jowar_rabi
31.72,41.68,54.54,6.19,34.4,27.4,238,396.0,18.0,50.6,rabi,1,alluvial,2,moong_rabi
16.39,56.91,44.1,6.22,34.0,30.8,412,600.6,25.8,64.3,kharif,0,alluvial,2,moong_kharif
111.53,70.02,115.71,5.52,54.6,24.6,408,721.4,23.0,70.2,kharif,0,alluvial,2,turmeric
103.54,45.62,68.24,7.68,41.5,23.4,343,363.0,22.3,34.1,rabi,1,red,1,jowar_rabi
32.31,72.14,36.44,6.82,39.3,29.2,348,583.4,28.0,57.9,kharif,0,red,1,tur_arhar
73.48,63.51,53.31,5.95,39.5,14.3,619,317.3,9.6,42.2,rabi,1,alluvial,2,mustard
35.4,60.4,49.7,6.01,54.4,34.1,281,640.0,37.3,45.2,kharif,0,black_cotton,0,urad
81.53,43.87,57.01,7.4,42.7,33.0,191,457.3,29.3,42.5,kharif,0,red,1,bajra
182.94,90.29,201.77,7.59,87.2,21.9,477,1071.2,31.2,81.3,zaid,2,alluvial,2,banana
159.59,52.02,66.93,7.53,44.9,29.3,697,561.3,34.0,54.8,kharif,0,black_cotton,0,cotton
91.5,51.42,34.43,6.91,27.2,33.6,305,328.8,41.1,53.9,kharif,0,red,1,bajra
76.56,78.09,82.53,6.72,52.6,25.6,163,486.6,27.6,72.2,kharif,0,sandy,4,cucumber
116.05,80.42,74.05,7.21,60.9,21.6,227,491.7,20.8,62.9,rabi,1,alluvial,2,rabi_maize
65.37,67.63,65.51,6.45,47.2,12.5,273,354.3,18.2,37.6,rabi,1,black_cotton,0,mustard
35.7,41.7,56.4,6.04,46.1,35.7,436,526.2,39.7,64.3,kharif,0,black_cotton,0,urad
94.06,58.44,89.13,7.13,44.8,20.9,377,245.0,14.2,47.3,rabi,1,black_cotton,0,sunflower_rabi
111.83,78.18,72.82,6.78,39.2,18.1,498,463.2,20.3,43.5,rabi,1,red,1,rabi_maize
118.21,79.59,85.68,7.05,50.4,33.1,401,515.5,32.3,75.7,kharif,0,black_cotton,0,cotton
110.95,88.54,148.4,6.5,61.4,19.9,318,523.2,27.6,69.6,rabi,1,red,1,tomato
151.68,51.53,87.99,7.47,49.3,30.7,705,779.9,37.1,53.0,kharif,0,black_cotton,0,cotton
37.12,59.3,47.55,6.23,28.2,15.9,274,372.5,8.5,32.6,rabi,1,alluvial,2,chickpea
44.48,49.25,49.86,6.91,28.0,19.9,352,321.2,15.3,47.7,rabi,1,black_cotton,0,safflower
222.45,50.85,276.63,6.51,76.9,28.5,528,1034.0,25.1,86.0,kharif,0,black_cotton,0,banana
85.93,86.58,116.38,5.87,59.0,25.7,342,340.9,27.7,61.9,rabi,1,alluvial,2,tomato
238.34,50.06,338.74,6.3,75.1,28.4,816,1013.0,21.8,77.4,kharif,0,alluvial,2,banana
32.2,71.7,51.2,7.49,53.0,28.7,332,403.4,30.0,57.3,kharif,0,alluvial,2,moong_kharif
133.25,83.65,80.83,7.21,55.0,26.5,468,624.4,24.4,73.6,kharif,0,black_cotton,0,maize_kharif
97.63,78.03,106.52,7.24,30.5,30.7,1012,409.1,33.2,50.6,kharif,0,red,1,pomegranate
50.63,57.43,88.95,7.93,51.1,29.2,972,222.2,31.9,45.4,rabi,1,red,1,grapes
76.02,62.1,62.78,6.32,44.2,16.1,440,488.5,23.0,70.2,rabi,1,alluvial,2,wheat
33.3,87.36,64.48,6.25,36.3,29.2,333,761.6,27.1,60.5,kharif,0,red,1,groundnut
33.46,52.02,58.6,7.69,39.2,33.7,148,635.6,38.9,57.9,kharif,0,alluvial,2,urad
119.54,63.98,140.93,5.92,74.6,25.9,436,972.3,21.0,67.7,kharif,0,laterite,3,turmeric
81.73,93.66,101.74,6.8,65.7,18.8,634,453.1,25.3,67.2,rabi,1,alluvial,2,tomato
19.88,59.26,63.31,7.2,34.8,14.1,544,412.5,9.2,55.2,rabi,1,alluvial,2,chickpea
36.87,55.15,31.99,6.73,41.1,25.5,265,532.0,29.2,65.6,kharif,0,alluvial,2,tur_arhar
178.68,82.8,119.66,6.75,75.6,27.9,577,1202.0,27.2,68.5,kharif,0,alluvial,2,sugarcane
14.92,61.41,54.94,7.06,31.8,26.2,389,788.1,28.0,74.4,kharif,0,red,1,tur_arhar
125.37,57.05,154.08,6.86,73.9,23.3,472,1116.1,26.1,87.9,kharif,0,alluvial,2,turmeric
95.38,68.42,82.08,6.45,59.8,25.7,416,248.9,30.6,55.5,zaid,2,sandy,4,watermelon
87.4,62.19,96.76,6.25,43.9,29.9,222,235.1,27.4,42.0,zaid,2,sandy,4,watermelon
37.95,77.65,42.96,7.96,41.2,22.1,367,384.4,12.8,37.4,rabi,1,black_cotton,0,chickpea
79.88,36.64,73.61,6.87,53.0,24.2,524,319.5,25.0,56.5,rabi,1,red,1,grapes
50.51,54.14,42.98,7.35,29.0,15.2,317,365.8,19.9,47.4,rabi,1,black_cotton,0,safflower
70.24,35.19,96.39,7.42,60.5,24.9,757,681.4,28.8,67.5,kharif,0,alluvial,2,orange
127.63,81.8,68.12,7.2,50.1,22.5,522,538.5,25.6,50.9,rabi,1,alluvial,2,rabi_maize
86.74,55.49,95.2,7.32,60.6,33.0,294,633.5,33.6,82.6,rabi,1,alluvial,2,orange
27.81,51.12,44.08,7.07,39.5,25.4,347,407.9,35.8,61.8,kharif,0,red,1,urad
45.31,43.19,56.15,7.73,46.0,25.8,772,208.7,34.1,58.0,zaid,2,red,1,grapes
29.76,66.19,74.83,6.55,46.2,24.8,253,751.9,24.4,74.9,kharif,0,black_cotton,0,soybean
69.85,73.31,86.32,6.98,64.6,27.6,218,349.5,26.6,58.5,kharif,0,sandy,4,cucumber
62.79,70.63,70.22,6.58,46.8,16.3,292,475.5,17.8,61.6,rabi,1,black_cotton,0,sunflower_rabi
75.8,48.2,67.5,7.65,44.0,19.4,516,458.3,27.1,41.5,rabi,1,black_cotton,0,safflower
88.91,75.82,84.71,6.71,57.7,27.1,448,377.8,23.7,68.6,zaid,2,alluvial,2,cucumber
61.91,51.0,50.83,7.6,38.6,20.5,456,273.5,16.7,52.8,rabi,1,red,1,jowar_rabi
16.66,44.0,55.36,6.02,45.1,24.4,279,427.7,34.3,46.3,kharif,0,alluvial,2,urad
67.06,53.84,51.52,6.49,41.2,19.9,279,310.1,19.8,51.3,rabi,1,red,1,linseed
14.23,50.6,46.81,7.08,46.9,29.2,417,631.8,30.1,48.5,kharif,0,black_cotton,0,urad
95.44,65.46,43.93,7.37,46.9,25.2,476,499.7,32.7,54.9,kharif,0,alluvial,2,jowar_kharif
71.41,75.27,72.61,6.84,57.8,25.3,211,513.9,25.6,53.1,kharif,0,black_cotton,0,sunflower_kharif
147.9,68.23,109.91,5.92,67.9,20.1,289,800.8,25.0,65.7,kharif,0,red,1,turmeric
220.39,101.06,104.42,7.09,75.8,30.8,923,1352.6,26.3,77.6,kharif,0,black_cotton,0,sugarcane
27.43,92.04,53.99,6.53,41.3,30.1,667,949.1,27.3,75.8,kharif,0,red,1,soybean
80.61,54.96,50.54,6.16,43.5,24.3,218,327.2,22.6,66.4,kharif,0,black_cotton,0,jowar_kharif
86.42,64.41,116.91,6.58,60.7,28.8,354,564.1,29.9,67.7,kharif,0,red,1,chilli
44.23,46.92,121.41,7.2,56.2,21.5,992,403.7,29.7,42.5,zaid,2,red,1,grapes
32.53,35.23,60.95,7.03,34.0,34.7,178,572.3,34.4,48.5,kharif,0,red,1,sesame
112.72,66.57,78.19,6.69,53.9,15.9,494,343.6,22.6,59.5,rabi,1,alluvial,2,rabi_maize
29.16,64.85,49.35,6.5,42.3,20.3,200,331.4,23.4,34.9,rabi,1,alluvial,2,chickpea
140.36,60.27,67.06,7.08,57.2,19.9,334,389.0,24.5,51.8,rabi,1,red,1,rabi_maize
25.79,42.83,51.16,6.55,38.9,19.6,330,341.9,24.9,38.0,rabi,1,alluvial,2,moong_rabi
66.87,36.16,39.47,6.56,23.2,34.7,377,254.4,34.7,45.8,kharif,0,laterite,3,bajra
74.3,76.32,84.65,6.7,54.0,27.2,396,201.2,34.4,39.3,zaid,2,sandy,4,watermelon
110.23,78.16,121.07,6.35,50.7,20.6,260,605.8,17.1,62.8,zaid,2,red,1,tomato
57.01,96.1,67.42,6.09,65.5,28.2,274,760.9,25.1,76.6,kharif,0,red,1,soybean
20.36,46.08,48.83,6.32,45.8,30.4,301,430.4,35.2,60.4,kharif,0,alluvial,2,urad
24.03,42.54,42.72,6.86,33.9,31.8,108,650.2,26.6,68.2,kharif,0,red,1,urad
152.47,56.35,78.73,6.91,47.0,32.5,485,586.4,28.9,61.4,kharif,0,black_cotton,0,cotton
96.93,49.92,66.52,6.74,47.6,28.2,609,635.1,37.0,64.2,kharif,0,black_cotton,0,cotton
85.6,58.97,51.21,7.11,33.9,27.6,303,412.1,16.3,46.2,rabi,1,black_cotton,0,jowar_rabi
46.56,46.69,42.42,6.32,49.3,20.7,272,333.1,18.9,40.2,rabi,1,red,1,linseed
75.8,50.31,45.79,6.99,32.6,28.5,249,648.9,32.9,49.3,kharif,0,alluvial,2,jowar_kharif
163.79,75.74,74.95,6.55,56.3,32.3,890,617.8,31.2,61.6,kharif,0,black_cotton,0,cotton
24.42,56.71,57.39,6.17,48.3,23.3,427,327.2,14.3,34.0,rabi,1,red,1,chickpea
61.09,71.01,72.03,7.39,60.6,21.0,380,412.2,24.0,39.3,rabi,1,black_cotton,0,sunflower_rabi
75.09,60.66,64.48,6.5,44.0,19.6,347,314.6,12.6,54.3,rabi,1,black_cotton,0,sunflower_rabi
84.55,69.49,95.61,6.3,48.4,34.3,254,424.6,26.3,36.5,zaid,2,alluvial,2,watermelon
120.63,78.66,114.93,6.16,61.1,24.6,384,459.4,23.5,78.3,rabi,1,alluvial,2,tomato
25.87,75.65,37.06,7.44,49.8,25.9,142,661.0,33.3,60.4,kharif,0,red,1,tur_arhar
29.54,49.83,52.53,7.05,38.6,34.0,122,474.7,32.7,63.0,kharif,0,alluvial,2,moong_kharif
33.13,58.0,47.9,6.28,47.4,26.3,356,547.1,27.9,63.8,kharif,0,alluvial,2,tur_arhar
150.91,79.44,89.85,7.48,43.5,27.5,758,602.2,39.2,69.4,kharif,0,black_cotton,0,cotton
120.1,77.57,60.73,6.43,48.9,13.1,561,277.1,24.4,59.8,rabi,1,black_cotton,0,wheat
24.53,75.51,41.74,7.09,39.1,30.8,432,834.9,31.3,67.2,kharif,0,alluvial,2,tur_arhar
18.91,66.06,56.33,6.66,42.0,25.0,542,814.3,24.8,84.8,kharif,0,red,1,soybean
33.3,48.2,53.0,6.45,30.6,27.8,171,569.7,33.0,57.3,kharif,0,black_cotton,0,urad
55.09,57.19,104.87,6.73,41.1,22.8,1177,397.5,24.2,56.5,zaid,2,alluvial,2,grapes
202.94,56.44,261.87,6.73,76.1,31.2,636,1323.3,28.0,72.7,kharif,0,black_cotton,0,banana
101.81,59.07,45.17,7.75,30.1,17.9,596,209.2,15.6,57.3,rabi,1,red,1,jowar_rabi
137.09,72.36,66.94,7.23,59.1,24.9,720,533.8,36.3,52.6,kharif,0,black_cotton,0,cotton
85.05,65.16,50.08,6.66,41.8,20.4,604,361.6,23.5,52.4,rabi,1,black_cotton,0,jowar_rabi
130.08,73.51,47.44,7.18,56.5,17.5,452,478.7,21.9,59.3,rabi,1,alluvial,2,wheat
112.35,63.11,85.79,7.62,43.2,26.0,574,543.6,34.7,53.4,kharif,0,black_cotton,0,cotton
125.45,80.78,82.49,6.72,48.4,28.4,294,777.1,19.7,76.6,kharif,0,red,1,maize_kharif
41.02,52.1,76.43,7.49,53.0,28.4,976,445.8,23.1,64.3,zaid,2,alluvial,2,grapes
75.93,52.53,39.92,6.63,43.4,34.1,411,264.7,35.4,33.4,kharif,0,laterite,3,bajra
87.26,59.22,57.54,6.92,31.6,27.9,442,461.7,23.6,64.7,kharif,0,alluvial,2,jowar_kharif
101.89,54.94,84.76,7.41,56.0,27.1,813,867.1,26.5,74.5,kharif,0,black_cotton,0,cotton
29.65,72.36,62.84,7.05,41.0,26.2,469,795.2,34.6,48.5,kharif,0,black_cotton,0,tur_arhar
107.56,76.64,83.12,6.83,57.8,30.7,791,593.5,34.8,73.2,kharif,0,black_cotton,0,cotton
97.24,79.18,95.93,6.98,58.3,24.5,414,503.7,32.0,75.3,kharif,0,sandy,4,cucumber
34.73,69.64,63.35,6.49,48.8,33.1,325,738.5,35.1,66.3,kharif,0,red,1,groundnut
23.29,74.63,43.68,6.65,41.5,28.9,414,672.1,30.2,55.0,kharif,0,red,1,tur_arhar
88.16,54.49,53.87,6.66,43.0,33.9,197,282.4,25.6,63.2,zaid,2,alluvial,2,watermelon
154.86,59.67,75.98,7.78,50.5,31.5,726,477.4,30.9,62.2,kharif,0,black_cotton,0,cotton
65.93,53.95,46.41,7.15,39.7,27.3,415,614.1,23.4,52.7,kharif,0,alluvial,2,jowar_kharif
99.68,62.88,97.47,7.04,46.5,24.3,392,365.9,25.3,46.0,rabi,1,alluvial,2,onion
34.65,57.51,56.47,7.39,33.5,27.9,181,645.8,26.2,54.1,kharif,0,sandy,4,groundnut
123.28,76.3,71.59,6.34,47.8,13.5,397,368.9,22.4,61.1,rabi,1,black_cotton,0,wheat
114.27,63.37,141.13,5.94,78.6,25.3,417,783.2,22.6,71.4,kharif,0,alluvial,2,turmeric
153.0,83.56,73.25,7.06,45.2,24.7,316,722.7,30.0,72.2,kharif,0,black_cotton,0,maize_kharif
96.19,53.96,40.01,6.14,56.3,26.2,466,394.8,34.3,71.3,kharif,0,alluvial,2,jowar_kharif
87.52,54.19,39.92,7.4,44.5,28.9,534,246.9,27.5,54.0,rabi,1,black_cotton,0,jowar_rabi
99.67,57.59,100.66,6.67,45.0,27.6,536,438.2,25.4,53.1,rabi,1,red,1,pomegranate
123.19,55.99,84.68,6.8,55.8,28.8,677,769.6,31.6,51.5,kharif,0,black_cotton,0,cotton
92.8,51.66,38.57,7.26,54.2,16.6,300,370.5,13.6,47.3,rabi,1,black_cotton,0,wheat
62.9,99.21,52.48,6.29,59.4,27.8,440,873.0,26.2,80.1,kharif,0,black_cotton,0,soybean
131.45,60.49,137.54,6.76,65.0,25.7,266,1187.5,29.3,64.9,kharif,0,red,1,turmeric
76.56,44.79,97.21,6.98,37.9,23.5,1102,337.8,32.5,35.6,rabi,1,black_cotton,0,grapes
175.27,77.84,108.87,6.78,69.2,22.0,509,1026.7,34.2,81.6,kharif,0,alluvial,2,sugarcane
121.61,63.62,50.35,7.3,48.7,18.9,509,398.2,16.1,61.5,rabi,1,alluvial,2,wheat
83.95,59.09,54.02,7.17,26.7,26.4,242,367.5,16.2,34.9,rabi,1,black_cotton,0,jowar_rabi
168.6,59.59,68.13,6.73,55.4,25.4,517,621.3,29.9,64.4,kharif,0,black_cotton,0,cotton
83.46,60.95,74.63,6.21,51.9,25.2,223,225.0,32.2,64.7,zaid,2,alluvial,2,watermelon
55.91,62.88,55.39,6.39,59.2,25.0,170,813.6,26.9,71.4,kharif,0,black_cotton,0,soybean
67.45,61.92,44.8,7.25,44.0,22.6,484,452.3,27.5,40.4,rabi,1,black_cotton,0,safflower
91.51,79.93,75.99,6.73,46.8,27.1,616,664.1,30.4,49.2,kharif,0,black_cotton,0,sunflower_kharif
86.24,65.58,92.9,7.02,60.5,27.5,501,651.3,30.1,55.9,kharif,0,red,1,chilli
126.13,55.94,93.45,6.25,70.5,24.0,219,1193.1,28.4,71.5,kharif,0,laterite,3,rice
24.23,63.69,58.65,6.91,49.7,23.7,153,261.1,17.4,52.1,rabi,1,red,1,moong_rabi
96.81,37.45,49.33,6.83,42.2,30.8,392,480.0,38.1,51.5,kharif,0,sandy,4,bajra
206.31,99.24,121.45,7.36,61.4,30.9,950,1382.2,30.3,86.4,kharif,0,black_cotton,0,sugarcane
26.81,44.76,61.19,7.46,31.1,32.1,411,545.1,25.5,63.7,kharif,0,red,1,urad
121.95,76.12,105.76,6.6,62.0,26.5,399,504.6,13.8,66.8,zaid,2,alluvial,2,onion
38.4,73.0,39.95,6.2,55.1,26.3,520,908.7,28.9,76.5,kharif,0,black_cotton,0,soybean
27.3,63.2,49.7,6.93,30.9,27.0,298,459.3,26.3,46.6,kharif,0,black_cotton,0,urad
56.29,36.59,49.92,6.41,34.9,25.1,477,332.4,32.8,44.9,kharif,0,red,1,bajra
92.05,58.03,66.17,6.82,32.5,15.0,259,282.7,21.7,52.3,rabi,1,red,1,mustard
69.32,64.73,61.82,6.67,29.3,18.8,247,392.2,23.1,34.9,rabi,1,black_cotton,0,safflower
14.1,50.03,56.1,5.97,42.3,25.4,336,501.9,30.7,58.0,kharif,0,red,1,urad
69.82,35.2,71.35,6.58,40.8,24.8,636,977.6,26.2,75.8,rabi,1,alluvial,2,orange
146.73,81.88,62.29,7.27,58.1,20.6,608,460.8,22.3,49.1,rabi,1,alluvial,2,rabi_maize
223.62,77.09,318.91,6.43,63.4,25.4,321,1363.1,32.6,75.9,zaid,2,alluvial,2,banana
33.63,46.05,30.84,6.73,40.7,26.0,127,385.2,27.5,67.7,kharif,0,sandy,4,moong_kharif
100.03,61.94,88.08,6.82,51.7,22.9,539,272.5,26.1,63.9,zaid,2,alluvial,2,onion
85.92,50.09,106.38,6.66,41.9,20.5,678,218.3,16.7,65.3,zaid,2,alluvial,2,onion
151.09,65.3,65.82,7.92,50.9,27.2,389,651.9,39.7,66.3,kharif,0,black_cotton,0,cotton
189.26,60.01,271.2,7.07,74.9,25.4,548,1150.6,22.3,81.2,kharif,0,black_cotton,0,banana
15.19,78.68,54.17,7.46,34.6,24.8,464,740.2,28.2,56.6,kharif,0,red,1,groundnut
18.2,55.41,50.01,6.91,37.7,28.3,160,800.6,28.1,56.2,kharif,0,alluvial,2,tur_arhar
81.69,76.4,103.13,6.15,64.8,25.8,506,402.3,31.9,62.4,rabi,1,black_cotton,0,chilli
161.02,73.83,76.07,7.5,66.6,21.9,208,712.5,28.1,80.1,kharif,0,alluvial,2,maize_kharif
38.6,84.96,43.56,6.73,40.0,24.0,488,833.5,23.9,75.9,kharif,0,red,1,soybean
21.66,56.43,46.52,6.4,38.9,16.4,330,394.4,10.6,37.9,rabi,1,red,1,chickpea
86.08,43.67,48.7,6.87,52.5,21.7,255,338.0,13.5,45.9,rabi,1,black_cotton,0,mustard
65.3,78.98,63.69,6.87,41.3,25.5,552,600.4,23.8,66.3,kharif,0,black_cotton,0,sunflower_kharif
