soil_type,ph,nitrogen_n,phosphorus_p,potassium_k,ec,moisture,soil_temperature,ph_class,n_class,p_class,k_class,ec_class,moisture_class,overall_health
red,7.28,272.0,83.2,47.3,2071,36.2,41.4,neutral,very_high,high,low,very_high_salinity,dry,fair
black_cotton,7.71,47.8,135.6,122.7,1704,74.4,37.5,slightly_alkaline,low,very_high,high,very_high_salinity,moist,fair
laterite,4.75,251.4,71.1,105.7,1809,94.6,22.7,strongly_acidic,very_high,medium,medium,very_high_salinity,waterlogged,poor
alluvial,5.22,287.9,113.6,49.9,1347,80.2,22.8,strongly_acidic,very_high,very_high,low,high_salinity,waterlogged,poor
laterite,7.95,205.6,57.9,82.7,1913,24.2,40.7,slightly_alkaline,very_high,medium,medium,very_high_salinity,dry,fair
black_cotton,5.91,13.8,81.4,182.9,1157,20.7,20.5,slightly_acidic,very_low,high,very_high,high_salinity,dry,fair
sandy,7.32,118.6,84.0,165.7,125,65.1,12.5,neutral,medium,high,very_high,very_low,moist,good
red,8.06,219.6,23.0,104.2,1204,43.9,18.8,slightly_alkaline,very_high,very_low,medium,high_salinity,optimal,fair
alluvial,6.42,75.2,93.9,102.3,439,48.0,13.6,slightly_acidic,low,high,medium,normal,optimal,good
alluvial,7.67,288.6,7.9,100.3,2217,92.5,20.7,slightly_alkaline,very_high,very_low,medium,very_high_salinity,waterlogged,poor
black_cotton,5.52,34.4,131.2,30.8,584,55.3,17.7,slightly_acidic,very_low,very_high,very_low,normal,optimal,poor
red,7.91,77.7,133.1,101.6,1417,23.9,36.2,slightly_alkaline,low,very_high,medium,high_salinity,dry,fair
alluvial,6.4,163.4,117.1,96.1,757,31.7,40.2,slightly_acidic,high,very_high,medium,normal,dry,good
alluvial,8.0,101.5,49.8,69.3,951,42.0,39.8,slightly_alkaline,medium,low,low,high_salinity,optimal,fair
alluvial,5.61,233.3,47.8,116.9,1532,30.3,21.5,slightly_acidic,very_high,low,high,very_high_salinity,dry,fair
red,6.97,162.2,114.4,136.4,114,74.9,18.7,neutral,high,very_high,high,very_low,moist,good
alluvial,6.13,261.0,118.0,57.9,2290,32.3,37.0,slightly_acidic,very_high,very_high,low,very_high_salinity,dry,poor
laterite,4.88,42.0,33.4,88.0,2314,38.1,23.9,strongly_acidic,low,low,medium,very_high_salinity,dry,poor
red,6.55,237.5,40.7,26.1,1578,17.9,24.3,neutral,very_high,low,very_low,very_high_salinity,very_dry,poor
black_cotton,6.19,50.6,75.7,172.1,1884,28.7,25.9,slightly_acidic,low,medium,very_high,very_high_salinity,dry,poor
black_cotton,7.26,21.3,9.6,36.5,1668,86.8,23.9,neutral,very_low,very_low,very_low,very_high_salinity,waterlogged,very_poor
black_cotton,4.6,258.7,90.8,73.8,2492,87.6,11.2,strongly_acidic,very_high,high,medium,very_high_salinity,waterlogged,fair
red,4.82,218.4,26.4,23.5,1508,64.3,38.3,strongly_acidic,very_high,very_low,very_low,very_high_salinity,moist,very_poor
black_cotton,8.86,156.3,137.1,193.5,2238,87.2,15.1,strongly_alkaline,high,very_high,very_high,very_high_salinity,waterlogged,fair
alluvial,8.93,129.2,43.7,202.7,2360,25.8,20.6,strongly_alkaline,high,low,very_high,very_high_salinity,dry,poor
alluvial,5.69,156.8,27.7,12.0,2443,63.9,41.6,slightly_acidic,high,very_low,very_low,very_high_salinity,moist,poor
laterite,6.31,49.8,25.6,78.4,2246,26.3,28.9,slightly_acidic,low,very_low,medium,very_high_salinity,dry,poor
black_cotton,7.54,102.6,96.3,62.4,1722,25.0,23.6,slightly_alkaline,medium,high,low,very_high_salinity,dry,fair
laterite,6.17,96.5,111.0,58.3,2236,79.9,26.6,slightly_acidic,medium,very_high,low,very_high_salinity,moist,poor
sandy,5.02,125.5,139.4,6.9,1856,6.0,34.9,strongly_acidic,high,very_high,very_low,very_high_salinity,very_dry,poor
laterite,8.77,35.2,38.5,192.9,2464,90.6,20.8,strongly_alkaline,very_low,low,very_high,very_high_salinity,waterlogged,very_poor
red,5.63,48.9,109.0,128.8,2456,84.0,11.8,slightly_acidic,low,high,high,very_high_salinity,waterlogged,fair
red,7.21,52.5,22.9,67.1,900,58.9,18.7,neutral,low,very_low,low,high_salinity,optimal,poor
sandy,8.73,129.3,30.5,191.3,2276,62.8,34.6,strongly_alkaline,high,low,very_high,very_high_salinity,moist,poor
alluvial,8.15,276.6,62.2,99.3,318,42.9,33.2,slightly_alkaline,very_high,medium,medium,low,optimal,good
sandy,5.0,20.2,22.5,23.0,1623,26.0,30.3,strongly_acidic,very_low,very_low,very_low,very_high_salinity,dry,very_poor
alluvial,8.41,96.9,51.8,126.1,421,20.4,24.4,slightly_alkaline,medium,low,high,normal,dry,good
laterite,8.37,103.0,90.9,21.7,688,91.4,25.6,slightly_alkaline,medium,high,very_low,normal,waterlogged,good
laterite,8.6,68.3,24.6,5.1,523,80.4,31.3,strongly_alkaline,low,very_low,very_low,normal,waterlogged,poor
sandy,4.71,13.4,96.8,95.9,2431,85.8,20.8,strongly_acidic,very_low,high,medium,very_high_salinity,waterlogged,poor
red,5.13,284.5,32.6,196.0,674,25.7,15.5,strongly_acidic,very_high,low,very_high,normal,dry,fair
red,7.64,10.1,92.9,187.3,2208,86.2,15.8,slightly_alkaline,very_low,high,very_high,very_high_salinity,waterlogged,fair
alluvial,6.99,38.5,22.6,80.7,760,47.9,31.4,neutral,very_low,very_low,medium,normal,optimal,fair
red,6.35,179.0,111.4,186.3,511,9.9,35.3,slightly_acidic,high,very_high,very_high,normal,very_dry,good
alluvial,7.82,15.1,124.2,108.1,410,26.9,42.0,slightly_alkaline,very_low,very_high,medium,normal,dry,fair
black_cotton,8.29,24.1,116.4,132.0,1520,17.7,20.3,slightly_alkaline,very_low,very_high,high,very_high_salinity,very_dry,fair
sandy,6.39,147.1,83.8,174.6,1550,45.2,15.6,slightly_acidic,high,high,very_high,very_high_salinity,optimal,fair
alluvial,5.26,188.9,66.5,80.0,506,17.1,19.3,strongly_acidic,very_high,medium,medium,normal,very_dry,fair
sandy,5.16,40.3,99.3,39.2,893,13.3,38.2,strongly_acidic,low,high,very_low,high_salinity,very_dry,poor
red,6.57,220.5,56.1,102.9,2318,39.9,15.7,neutral,very_high,medium,medium,very_high_salinity,dry,fair
laterite,6.85,139.5,44.7,50.4,2230,53.4,40.4,neutral,high,low,low,very_high_salinity,optimal,fair
laterite,8.81,210.8,109.4,109.0,1406,23.6,18.7,strongly_alkaline,very_high,high,medium,high_salinity,dry,fair
alluvial,5.61,278.8,28.8,194.7,940,44.6,24.4,slightly_acidic,very_high,very_low,very_high,high_salinity,optimal,poor
black_cotton,5.13,64.3,113.7,49.4,599,45.9,34.0,strongly_acidic,low,very_high,low,normal,optimal,poor
black_cotton,8.76,155.8,116.1,154.7,2244,11.7,15.3,strongly_alkaline,high,very_high,high,very_high_salinity,very_dry,fair
black_cotton,8.36,152.7,49.4,69.1,1999,66.3,20.5,slightly_alkaline,high,low,low,very_high_salinity,moist,fair
alluvial,7.27,253.1,95.7,63.8,164,82.7,15.4,neutral,very_high,high,low,very_low,waterlogged,fair
red,8.52,269.3,38.2,19.9,2342,41.3,21.8,strongly_alkaline,very_high,low,very_low,very_high_salinity,optimal,very_poor
laterite,5.06,160.0,25.3,34.2,1452,89.9,16.5,strongly_acidic,high,very_low,very_low,high_salinity,waterlogged,poor
laterite,4.86,186.2,74.1,163.7,1311,42.6,36.8,strongly_acidic,very_high,medium,very_high,high_salinity,optimal,poor
sandy,8.06,95.5,85.8,202.6,390,89.0,17.8,slightly_alkaline,medium,high,very_high,low,waterlogged,good
black_cotton,4.64,230.5,59.8,212.1,2387,78.3,40.0,strongly_acidic,very_high,medium,very_high,very_high_salinity,moist,poor
sandy,8.29,23.8,73.5,80.2,429,86.8,12.0,slightly_alkaline,very_low,medium,medium,normal,waterlogged,good
red,4.86,296.3,79.2,86.4,491,59.2,36.4,strongly_acidic,very_high,medium,medium,normal,optimal,fair
alluvial,6.23,12.5,21.7,178.6,1761,37.0,35.7,slightly_acidic,very_low,very_low,very_high,very_high_salinity,dry,very_poor
red,8.66,57.1,49.3,62.0,2134,63.4,26.9,strongly_alkaline,low,low,low,very_high_salinity,moist,very_poor
black_cotton,4.51,51.2,61.0,139.9,2010,93.3,27.3,strongly_acidic,low,medium,high,very_high_salinity,waterlogged,poor
black_cotton,6.48,26.5,67.9,51.2,1910,55.6,16.5,slightly_acidic,very_low,medium,low,very_high_salinity,optimal,poor
red,5.41,191.2,39.1,148.4,471,66.0,38.8,strongly_acidic,very_high,low,high,normal,moist,fair
black_cotton,4.51,48.9,133.4,124.2,844,15.5,33.3,strongly_acidic,low,very_high,high,high_salinity,very_dry,poor
red,7.59,56.5,27.0,22.7,2380,44.4,17.7,slightly_alkaline,low,very_low,very_low,very_high_salinity,optimal,very_poor
laterite,6.95,292.9,104.2,43.3,719,41.9,32.7,neutral,very_high,high,low,normal,optimal,good
sandy,8.56,101.9,112.4,154.0,1467,34.6,20.0,strongly_alkaline,medium,very_high,high,high_salinity,dry,fair
laterite,7.33,201.9,119.7,91.8,704,61.2,21.9,neutral,very_high,very_high,medium,normal,moist,good
black_cotton,5.27,43.0,50.6,93.0,1301,65.1,31.5,strongly_acidic,low,low,medium,high_salinity,moist,poor
black_cotton,7.95,296.5,133.2,102.3,681,44.9,26.0,slightly_alkaline,very_high,very_high,medium,normal,optimal,good
laterite,8.03,165.8,10.7,104.9,1663,60.5,23.8,slightly_alkaline,high,very_low,medium,very_high_salinity,moist,fair
black_cotton,7.66,78.0,22.0,187.6,2099,35.7,18.6,slightly_alkaline,low,very_low,very_high,very_high_salinity,dry,poor
red,8.47,277.5,132.9,113.1,2246,13.5,17.4,slightly_alkaline,very_high,very_high,high,very_high_salinity,very_dry,fair
red,8.45,70.8,122.7,161.7,1954,5.9,11.3,slightly_alkaline,low,very_high,very_high,very_high_salinity,very_dry,poor
red,6.91,291.8,118.7,203.1,1135,29.5,32.1,neutral,very_high,very_high,very_high,high_salinity,dry,fair
red,7.87,139.8,86.6,113.7,2107,92.4,33.2,slightly_alkaline,high,high,high,very_high_salinity,waterlogged,good
sandy,7.57,278.6,90.6,98.5,2436,60.2,30.2,slightly_alkaline,very_high,high,medium,very_high_salinity,moist,fair
sandy,6.71,70.5,87.1,178.8,640,45.5,36.5,neutral,low,high,very_high,normal,optimal,good
red,7.62,240.3,29.8,116.3,263,37.1,10.3,slightly_alkaline,very_high,very_low,high,low,dry,fair
red,5.66,256.4,19.7,147.0,1781,16.1,13.8,slightly_acidic,very_high,very_low,high,very_high_salinity,very_dry,poor
black_cotton,5.79,236.5,86.5,80.5,2144,73.0,14.8,slightly_acidic,very_high,high,medium,very_high_salinity,moist,fair
alluvial,8.93,75.4,15.9,127.0,1952,27.6,25.3,strongly_alkaline,low,very_low,high,very_high_salinity,dry,poor
sandy,5.6,190.4,27.1,214.2,2284,21.2,35.0,slightly_acidic,very_high,very_low,very_high,very_high_salinity,dry,poor
red,6.02,182.8,139.6,124.7,1722,16.5,41.2,slightly_acidic,very_high,very_high,high,very_high_salinity,very_dry,fair
laterite,7.0,216.9,6.1,85.8,2195,60.4,25.9,neutral,very_high,very_low,medium,very_high_salinity,moist,fair
red,7.36,148.7,121.5,164.4,1168,54.3,35.9,neutral,high,very_high,very_high,high_salinity,optimal,good
red,7.77,11.9,25.3,95.3,1370,80.5,36.2,slightly_alkaline,very_low,very_low,medium,high_salinity,waterlogged,poor
alluvial,6.38,109.0,122.3,43.8,345,49.8,20.4,slightly_acidic,medium,very_high,low,low,optimal,fair
red,5.33,133.5,41.6,170.2,2421,65.7,16.9,strongly_acidic,high,low,very_high,very_high_salinity,moist,poor
alluvial,4.9,245.0,134.2,198.4,1169,13.4,27.3,strongly_acidic,very_high,very_high,very_high,high_salinity,very_dry,poor
alluvial,6.11,260.9,90.9,26.2,1012,10.4,21.4,slightly_acidic,very_high,high,very_low,high_salinity,very_dry,fair
red,7.53,231.9,44.8,46.5,1670,66.3,26.0,slightly_alkaline,very_high,low,low,very_high_salinity,moist,poor
sandy,4.8,153.7,42.4,180.2,1435,32.2,39.2,strongly_acidic,high,low,very_high,high_salinity,dry,poor
sandy,6.48,250.6,131.5,98.0,912,18.4,38.8,slightly_acidic,very_high,very_high,medium,high_salinity,very_dry,fair
alluvial,8.54,247.1,135.9,94.6,2329,34.8,16.6,strongly_alkaline,very_high,very_high,medium,very_high_salinity,dry,poor
red,6.38,131.1,139.2,58.9,1707,65.1,19.4,slightly_acidic,high,very_high,low,very_high_salinity,moist,fair
alluvial,4.66,180.0,68.5,147.9,594,17.5,31.1,strongly_acidic,very_high,medium,high,normal,very_dry,good
red,5.59,101.4,114.9,115.7,1072,36.4,31.3,slightly_acidic,medium,very_high,high,high_salinity,dry,fair
red,6.75,270.0,118.5,139.2,2323,85.0,27.6,neutral,very_high,very_high,high,very_high_salinity,waterlogged,fair
alluvial,8.58,36.5,62.1,12.3,240,10.0,10.9,strongly_alkaline,very_low,medium,very_low,low,very_dry,poor
red,6.46,145.5,98.6,47.3,1568,19.2,23.0,slightly_acidic,high,high,low,very_high_salinity,very_dry,fair
alluvial,7.14,241.5,108.4,22.6,2384,85.5,30.4,neutral,very_high,high,very_low,very_high_salinity,waterlogged,fair
sandy,7.2,77.8,40.1,46.2,1419,24.8,22.3,neutral,low,low,low,high_salinity,dry,poor
black_cotton,5.96,198.6,49.9,191.7,1277,28.2,37.4,slightly_acidic,very_high,low,very_high,high_salinity,dry,poor
laterite,6.94,11.5,96.9,57.0,2301,81.2,31.0,neutral,very_low,high,low,very_high_salinity,waterlogged,fair
black_cotton,8.1,139.6,107.2,134.4,1143,54.6,23.0,slightly_alkaline,high,high,high,high_salinity,optimal,good
black_cotton,7.49,111.2,17.5,99.7,636,55.8,33.4,neutral,medium,very_low,medium,normal,optimal,good
alluvial,5.03,218.8,120.0,126.6,1567,60.3,28.4,strongly_acidic,very_high,very_high,high,very_high_salinity,moist,poor
black_cotton,6.12,290.7,84.1,55.8,624,24.5,39.5,slightly_acidic,very_high,high,low,normal,dry,good
alluvial,6.13,204.1,76.4,119.0,1197,52.3,36.4,slightly_acidic,very_high,medium,high,high_salinity,optimal,fair
black_cotton,4.91,104.4,114.1,72.2,2099,34.1,15.6,strongly_acidic,medium,very_high,medium,very_high_salinity,dry,poor
red,6.66,153.5,95.4,109.6,501,76.2,13.7,neutral,high,high,medium,normal,moist,excellent
alluvial,6.92,93.3,98.7,7.5,1751,74.6,29.3,neutral,medium,high,very_low,very_high_salinity,moist,fair
sandy,6.37,236.1,69.4,91.8,1117,33.8,23.8,slightly_acidic,very_high,medium,medium,high_salinity,dry,fair
sandy,8.08,206.9,97.9,169.7,103,69.3,37.6,slightly_alkaline,very_high,high,very_high,very_low,moist,fair
laterite,5.25,156.6,48.0,216.5,1721,35.6,13.8,strongly_acidic,high,low,very_high,very_high_salinity,dry,poor
alluvial,4.53,16.4,60.7,88.1,1633,8.7,11.4,strongly_acidic,very_low,medium,medium,very_high_salinity,very_dry,poor
alluvial,7.14,241.0,16.6,27.6,1001,28.0,14.7,neutral,very_high,very_low,very_low,high_salinity,dry,poor
sandy,7.61,165.3,44.6,43.8,991,48.6,27.2,slightly_alkaline,high,low,low,high_salinity,optimal,fair
red,8.56,129.2,79.7,161.7,1134,93.9,31.1,strongly_alkaline,high,medium,very_high,high_salinity,waterlogged,fair
red,4.88,39.8,59.1,175.3,942,59.0,36.6,strongly_acidic,very_low,medium,very_high,high_salinity,optimal,poor
sandy,7.1,210.2,86.8,218.5,813,38.2,21.8,neutral,very_high,high,very_high,high_salinity,dry,good
red,6.32,104.8,56.4,106.1,690,93.4,32.2,slightly_acidic,medium,medium,medium,normal,waterlogged,good
black_cotton,7.66,153.5,28.9,196.1,265,5.3,29.8,slightly_alkaline,high,very_low,very_high,low,very_dry,fair
red,6.88,37.4,23.9,6.5,279,88.5,41.6,neutral,very_low,very_low,very_low,low,waterlogged,poor
red,7.86,231.3,102.8,131.6,1667,67.0,31.2,slightly_alkaline,very_high,high,high,very_high_salinity,moist,good
black_cotton,6.21,142.6,47.3,189.4,1835,64.5,15.1,slightly_acidic,high,low,very_high,very_high_salinity,moist,fair
alluvial,6.16,112.8,16.9,167.4,1173,22.6,22.5,slightly_acidic,medium,very_low,very_high,high_salinity,dry,poor
sandy,8.65,5.2,60.6,184.7,686,42.7,12.1,strongly_alkaline,very_low,medium,very_high,normal,optimal,fair
red,6.42,129.1,82.6,188.0,1027,9.9,25.4,slightly_acidic,high,high,very_high,high_salinity,very_dry,good
sandy,9.0,245.9,132.5,200.0,2052,65.6,38.4,strongly_alkaline,very_high,very_high,very_high,very_high_salinity,moist,poor
laterite,8.87,195.3,84.8,14.5,2347,65.7,16.0,strongly_alkaline,very_high,high,very_low,very_high_salinity,moist,poor
black_cotton,7.89,175.6,33.2,175.8,141,58.4,41.5,slightly_alkaline,high,low,very_high,very_low,optimal,fair
black_cotton,7.84,16.9,73.2,110.3,534,49.4,40.1,slightly_alkaline,very_low,medium,high,normal,optimal,good
laterite,5.09,160.4,86.0,198.5,1411,39.1,12.2,strongly_acidic,high,high,very_high,high_salinity,dry,fair
red,8.69,142.5,120.2,73.3,1290,51.0,39.0,strongly_alkaline,high,very_high,medium,high_salinity,optimal,fair
laterite,8.6,256.8,22.7,79.9,2242,73.9,36.5,strongly_alkaline,very_high,very_low,medium,very_high_salinity,moist,poor
alluvial,5.0,125.5,91.2,135.8,1573,20.9,35.7,strongly_acidic,high,high,high,very_high_salinity,dry,fair
black_cotton,8.37,140.2,121.2,159.2,335,22.1,24.4,slightly_alkaline,high,very_high,high,low,dry,good
black_cotton,6.22,115.9,108.4,71.2,403,90.5,28.4,slightly_acidic,medium,high,medium,normal,waterlogged,good
laterite,4.74,172.9,67.4,171.8,766,7.2,14.3,strongly_acidic,high,medium,very_high,normal,very_dry,good
black_cotton,7.08,242.6,40.1,103.0,990,26.4,25.7,neutral,very_high,low,medium,high_salinity,dry,fair
red,7.95,96.7,40.2,137.6,2268,9.0,16.2,slightly_alkaline,medium,low,high,very_high_salinity,very_dry,fair
alluvial,5.82,242.8,21.0,186.2,851,52.4,29.5,slightly_acidic,very_high,very_low,very_high,high_salinity,optimal,poor
red,6.39,218.0,44.8,113.1,1165,89.8,15.9,slightly_acidic,very_high,low,high,high_salinity,waterlogged,fair
alluvial,8.25,294.0,20.1,61.0,2290,77.6,37.1,slightly_alkaline,very_high,very_low,low,very_high_salinity,moist,poor
laterite,5.84,29.4,121.9,49.0,749,82.1,31.4,slightly_acidic,very_low,very_high,low,normal,waterlogged,fair
alluvial,8.89,102.1,37.2,154.9,649,93.8,31.5,strongly_alkaline,medium,low,high,normal,waterlogged,good
sandy,8.35,144.8,136.9,141.0,1229,55.5,27.7,slightly_alkaline,high,very_high,high,high_salinity,optimal,good
red,8.02,226.2,50.6,71.5,1257,17.8,41.4,slightly_alkaline,very_high,low,medium,high_salinity,very_dry,fair
alluvial,4.56,178.7,90.2,150.4,485,62.1,39.2,strongly_acidic,high,high,high,normal,moist,good
alluvial,7.76,278.0,66.6,102.3,102,86.4,34.0,slightly_alkaline,very_high,medium,medium,very_low,waterlogged,fair
black_cotton,6.73,240.8,136.2,172.5,387,18.2,20.6,neutral,very_high,very_high,very_high,low,very_dry,fair
sandy,4.63,168.1,91.4,175.4,434,58.2,26.3,strongly_acidic,high,high,very_high,normal,optimal,good
black_cotton,8.3,271.5,12.2,215.8,1848,10.4,34.9,slightly_alkaline,very_high,very_low,very_high,very_high_salinity,very_dry,poor
alluvial,5.82,50.2,31.7,173.4,2361,90.8,41.8,slightly_acidic,low,low,very_high,very_high_salinity,waterlogged,poor
alluvial,5.15,141.0,65.4,150.1,2097,41.4,12.5,strongly_acidic,high,medium,high,very_high_salinity,optimal,fair
red,4.88,114.7,63.3,158.1,2012,70.1,13.6,strongly_acidic,medium,medium,high,very_high_salinity,moist,fair
sandy,4.67,18.3,97.7,9.9,2203,74.9,25.9,strongly_acidic,very_low,high,very_low,very_high_salinity,moist,very_poor
sandy,4.94,133.6,20.0,75.8,2303,20.1,38.5,strongly_acidic,high,very_low,medium,very_high_salinity,dry,poor
black_cotton,5.25,9.3,51.9,50.7,656,24.8,34.3,strongly_acidic,very_low,low,low,normal,dry,poor
red,7.19,71.3,64.5,92.5,2255,40.6,21.9,neutral,low,medium,medium,very_high_salinity,optimal,fair
black_cotton,7.01,118.4,88.8,71.8,844,65.1,15.0,neutral,medium,high,medium,high_salinity,moist,good
alluvial,4.89,170.9,61.2,33.3,804,76.3,34.9,strongly_acidic,high,medium,very_low,high_salinity,moist,poor
sandy,7.73,210.5,95.1,182.4,2064,74.7,16.1,slightly_alkaline,very_high,high,very_high,very_high_salinity,moist,fair
laterite,5.9,179.2,53.2,98.9,2492,50.8,37.4,slightly_acidic,high,low,medium,very_high_salinity,optimal,fair
laterite,6.96,246.5,18.3,40.1,1010,90.1,14.7,neutral,very_high,very_low,low,high_salinity,waterlogged,poor
laterite,6.86,162.0,31.1,90.6,515,94.6,18.0,neutral,high,low,medium,normal,waterlogged,good
laterite,8.44,62.2,56.3,16.4,289,10.9,13.3,slightly_alkaline,low,medium,very_low,low,very_dry,fair
black_cotton,8.41,66.4,121.2,18.3,1437,51.7,30.4,slightly_alkaline,low,very_high,very_low,high_salinity,optimal,poor
alluvial,5.95,159.2,109.2,123.0,1051,73.0,26.1,slightly_acidic,high,high,high,high_salinity,moist,good
black_cotton,7.35,71.6,85.6,152.6,290,72.7,24.3,neutral,low,high,high,low,moist,good
black_cotton,7.38,189.1,58.9,35.8,1461,28.3,20.2,neutral,very_high,medium,very_low,high_salinity,dry,fair
alluvial,8.87,194.4,115.6,128.9,2157,35.3,38.9,strongly_alkaline,very_high,very_high,high,very_high_salinity,dry,fair
laterite,5.64,120.3,30.1,211.7,1564,41.2,17.5,slightly_acidic,high,low,very_high,very_high_salinity,optimal,fair
sandy,8.38,140.1,7.6,130.1,2482,54.4,25.9,slightly_alkaline,high,very_low,high,very_high_salinity,optimal,fair
black_cotton,6.51,296.5,46.9,205.4,1871,32.4,23.3,neutral,very_high,low,very_high,very_high_salinity,dry,fair
red,8.89,87.3,112.4,121.2,1438,74.3,31.2,strongly_alkaline,medium,very_high,high,high_salinity,moist,fair
red,6.89,146.4,99.1,165.6,2141,32.3,33.7,neutral,high,high,very_high,very_high_salinity,dry,good
black_cotton,7.98,8.5,104.8,62.0,159,22.1,13.7,slightly_alkaline,very_low,high,low,very_low,dry,fair
laterite,7.5,134.7,81.3,82.6,805,92.6,34.9,slightly_alkaline,high,high,medium,high_salinity,waterlogged,good
red,7.52,50.6,92.4,169.1,430,93.5,30.5,slightly_alkaline,low,high,very_high,normal,waterlogged,good
black_cotton,6.16,58.1,53.5,211.0,1845,91.7,16.4,slightly_acidic,low,low,very_high,very_high_salinity,waterlogged,poor
black_cotton,8.78,145.6,105.1,79.7,651,39.2,37.7,strongly_alkaline,high,high,medium,normal,dry,good
sandy,8.19,212.6,137.9,177.9,859,66.1,32.2,slightly_alkaline,very_high,very_high,very_high,high_salinity,moist,fair
red,7.43,193.1,80.9,195.7,828,34.8,15.4,neutral,very_high,high,very_high,high_salinity,dry,good
laterite,6.7,278.0,98.5,18.1,439,64.6,11.3,neutral,very_high,high,very_low,normal,moist,good
black_cotton,6.19,274.9,40.3,150.8,712,63.6,26.9,slightly_acidic,very_high,low,high,normal,moist,good
red,7.12,261.8,8.4,50.4,2045,46.8,29.2,neutral,very_high,very_low,low,very_high_salinity,optimal,poor
black_cotton,4.86,71.0,28.3,211.0,2228,36.7,20.4,strongly_acidic,low,very_low,very_high,very_high_salinity,dry,very_poor
sandy,5.55,70.3,137.8,68.8,2007,12.8,26.0,slightly_acidic,low,very_high,low,very_high_salinity,very_dry,poor
alluvial,7.0,202.0,38.3,160.7,2390,89.8,22.8,neutral,very_high,low,very_high,very_high_salinity,waterlogged,fair
black_cotton,5.26,231.2,59.4,168.0,1411,69.6,15.0,strongly_acidic,very_high,medium,very_high,high_salinity,moist,poor
black_cotton,4.78,193.0,82.7,29.5,406,67.4,20.9,strongly_acidic,very_high,high,very_low,normal,moist,fair
laterite,8.98,297.2,68.7,124.6,373,45.5,28.4,strongly_alkaline,very_high,medium,high,low,optimal,fair
alluvial,8.51,152.3,105.0,202.2,862,94.0,29.7,strongly_alkaline,high,high,very_high,high_salinity,waterlogged,fair
alluvial,6.4,50.0,135.4,115.7,1778,52.0,18.2,slightly_acidic,low,very_high,high,very_high_salinity,optimal,fair
black_cotton,6.54,288.7,69.5,163.9,855,82.6,17.3,neutral,very_high,medium,very_high,high_salinity,waterlogged,fair
black_cotton,5.7,32.2,103.8,171.2,450,92.7,20.2,slightly_acidic,very_low,high,very_high,normal,waterlogged,fair
alluvial,8.93,179.4,42.6,40.6,317,92.4,20.9,strongly_alkaline,high,low,low,low,waterlogged,fair
black_cotton,8.66,65.1,138.1,157.8,893,49.6,40.8,strongly_alkaline,low,very_high,high,high_salinity,optimal,fair
alluvial,5.25,183.3,22.4,198.4,1989,83.4,26.9,strongly_acidic,very_high,very_low,very_high,very_high_salinity,waterlogged,very_poor
black_cotton,6.33,115.3,48.2,76.4,1527,76.3,38.5,slightly_acidic,medium,low,medium,very_high_salinity,moist,fair
sandy,5.22,93.0,99.1,99.4,1130,49.7,23.7,strongly_acidic,medium,high,medium,high_salinity,optimal,fair
alluvial,6.44,201.6,88.3,70.1,474,73.9,27.3,slightly_acidic,very_high,high,medium,normal,moist,good
sandy,8.3,46.1,99.5,190.1,2444,94.2,13.1,slightly_alkaline,low,high,very_high,very_high_salinity,waterlogged,fair
red,4.61,82.4,70.8,68.0,187,92.7,39.5,strongly_acidic,medium,medium,low,very_low,waterlogged,poor
alluvial,6.19,284.7,58.2,196.1,899,5.4,41.4,slightly_acidic,very_high,medium,very_high,high_salinity,very_dry,fair
red,5.39,122.3,73.5,57.9,358,59.3,17.6,strongly_acidic,high,medium,low,low,optimal,fair
alluvial,8.26,157.2,135.6,124.9,340,86.2,40.1,slightly_alkaline,high,very_high,high,low,waterlogged,good
sandy,7.02,180.8,68.1,28.8,1525,88.7,37.8,neutral,very_high,medium,very_low,very_high_salinity,waterlogged,fair
sandy,7.62,98.1,19.2,82.7,2033,68.4,21.9,slightly_alkaline,medium,very_low,medium,very_high_salinity,moist,fair
red,4.86,102.7,92.4,208.9,514,71.6,30.3,strongly_acidic,medium,high,very_high,normal,moist,good
sandy,7.34,28.7,79.9,5.8,94,77.4,31.1,neutral,very_low,medium,very_low,very_low,moist,poor
laterite,7.71,35.0,62.2,64.5,1568,78.3,29.7,slightly_alkaline,very_low,medium,low,very_high_salinity,moist,poor
laterite,8.67,289.7,86.6,199.4,713,19.6,12.4,strongly_alkaline,very_high,high,very_high,normal,very_dry,good
red,7.5,60.9,9.1,31.9,1224,9.6,26.2,slightly_alkaline,low,very_low,very_low,high_salinity,very_dry,poor
red,8.25,103.4,76.8,183.0,1330,64.2,16.9,slightly_alkaline,medium,medium,very_high,high_salinity,moist,fair
laterite,8.96,139.5,22.4,79.4,2242,27.5,12.8,strongly_alkaline,high,very_low,medium,very_high_salinity,dry,poor
alluvial,8.19,256.8,20.1,192.5,324,82.2,16.4,slightly_alkaline,very_high,very_low,very_high,low,waterlogged,fair
laterite,5.44,191.6,71.8,29.7,1418,35.9,16.1,strongly_acidic,very_high,medium,very_low,high_salinity,dry,poor
black_cotton,7.37,93.0,38.0,139.5,2419,62.6,25.3,neutral,medium,low,high,very_high_salinity,moist,fair
red,8.73,246.0,104.4,177.7,2087,21.6,37.1,strongly_alkaline,very_high,high,very_high,very_high_salinity,dry,fair
red,8.27,116.6,121.0,80.6,969,51.1,29.1,slightly_alkaline,medium,very_high,medium,high_salinity,optimal,fair
